ARTICLE_ID,HEADLINE,AUTHOR,CONTENT,ARTICLE_URL,MEDIA_PROVIDER,PUBLISH_DATE,VIEW_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,BLOG_POST_SENTIMENT,BLOG_POST_ENGAGEMENT,BLOG_POST_CLASSIFICATION,BLOG_POST_ASSIGNMENT,BLOG_POST_PRIORITY,BLOG_POST_COMMENT,BLOG_POST_NOTE,BLOG_POST_TAG,BLOG_SOURCE_TAG,FIRST_ENGAGEMENT_ACTIVITY,LAST_ENGAGEMENT_ACTIVITY
410342224685,"Post from The Ace Magazine  ","THE ACE MAGAZINE",", CA 90241, USA 1:00pm – 5:00pm: Lakewood - Classic Cruisers Association - Fuddruckers, 5229 Clark Avenue, Lakewood, CA 90712, United States 4:00pm – 7:00pm: Riverside - Canyon Crest Towne Center Cruise - 5225 Canyon Crest Dr, Riverside, CA 92507, USA 4:30pm – 8:30pm: Cerritos - The Chariots of Southern...","http://www.facebook.com/permalink.php?story_fbid=854860617935701&id=141713485917088","Facebook Link Posts","Aug 06, 2015 08:47 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
