ARTICLE_ID,HEADLINE,AUTHOR,CONTENT,ARTICLE_URL,MEDIA_PROVIDER,PUBLISH_DATE,VIEW_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,BLOG_POST_SENTIMENT,BLOG_POST_ENGAGEMENT,BLOG_POST_CLASSIFICATION,BLOG_POST_ASSIGNMENT,BLOG_POST_PRIORITY,BLOG_POST_COMMENT,BLOG_POST_NOTE,BLOG_POST_TAG,BLOG_SOURCE_TAG,FIRST_ENGAGEMENT_ACTIVITY,LAST_ENGAGEMENT_ACTIVITY
415102557880,Re: Jersey City Medical Center experience ?,Devoneht,Thanks! We're trying to get to one in the next week or two. I've seen lots of praises of other hospitals on this forum but not much about JCMC since St Barnabas took over.,http://www.whattoexpect.com/forums/jersey-city-hoboken-moms/topic/jersey-city-medical-center-experience.html?order=oldest&page=1#reply-section-43832519,Forum Replies,2015-08-20 15:15:00 +0100,,,,,0,,,,,,,,,,,,,,,,
414915920234,,,,http://twitter.com/NJHospitals/statuses/634362317451436033,TWITTER,2015-08-20 14:52:17 +0100,,,,,,,,,,,,,,,,,,,,,
414914507397,,,,http://twitter.com/nwkhealth/statuses/634361013320548358,TWITTER,2015-08-20 14:47:06 +0100,,,,,,,,,,,,,,,,,,,,,
414911884597,,,,http://twitter.com/tmj_NJ_NURSING/statuses/634358586806661120,TWITTER,2015-08-20 14:37:27 +0100,,,,,,,,,,,,,,,,,,,,,
414911243527,Post from South Woodstock Baptist Church  ,South Woodstock Baptist Church,"Dear friends, It is with great sadness that I share the news that Henry Doughty passed away this morning at Day Kimball Hospital. Henry died peacefully with Ruth at his side. Information about Calling Hours and the Funeral Service will be forthcoming. Please join me in praying for Henry's family and all...",http://www.facebook.com/permalink.php?story_fbid=960927337283068&id=108095345899609,facebook.com Discussions,2015-08-20 14:33:49 +0100,,,,,0,,,,,,,,,,,,,,,,
414893100861,,,,http://twitter.com/tmj_NJ_NURSING/statuses/634340295195234304,TWITTER,2015-08-20 13:24:46 +0100,,,,,,,,,,,,,,,,,,,,,
414886463767,,,,http://twitter.com/JobsAtBarnabas/statuses/634333367870185472,TWITTER,2015-08-20 12:57:14 +0100,,,,,,,,,,,,,,,,,,,,,
414870703990,,,,http://twitter.com/simplysharleen/statuses/634314575454801920,TWITTER,2015-08-20 11:42:34 +0100,,,,,,,,,,,,,,,,,,,,,
414869118664,,,,http://twitter.com/JobsAtBarnabas/statuses/634312523110486016,TWITTER,2015-08-20 11:34:25 +0100,,,,,,,,,,,,,,,,,,,,,
414842771937,,,,http://twitter.com/JobsAtBarnabas/statuses/634275503369641985,TWITTER,2015-08-20 09:07:18 +0100,,,,,,,,,,,,,,,,,,,,,
415177992179,Post from Rachel Caffarate Yoga  ,Rachel Caffarate Yoga,utf8,http://www.facebook.com/permalink.php?story_fbid=875498662543718&id=593640854062835,Facebook Photo Posts,2015-08-20 08:21:44 +0100,,,,,0,,,,,,,,,,,,,,,,
414819231905,,,,http://twitter.com/JobsAtBarnabas/statuses/634240686955499521,TWITTER,2015-08-20 06:48:58 +0100,,,,,,,,,,,,,,,,,,,,,
414805268694,,,,http://twitter.com/JobsAtBarnabas/statuses/634222171162738688,TWITTER,2015-08-20 05:35:23 +0100,,,,,,,,,,,,,,,,,,,,,
414803319428,,,,http://twitter.com/JobsAtBarnabas/statuses/634219871857872897,TWITTER,2015-08-20 05:26:15 +0100,,,,,,,,,,,,,,,,,,,,,
414799329362,,,,http://twitter.com/ZRJobs/statuses/634215691302871040,TWITTER,2015-08-20 05:09:38 +0100,,,,,,,,,,,,,,,,,,,,,
414799300376,,,,http://twitter.com/ZRJobs/statuses/634215652644007936,TWITTER,2015-08-20 05:09:29 +0100,,,,,,,,,,,,,,,,,,,,,
414799025953,,,,http://twitter.com/ZRJobs/statuses/634215311475146752,TWITTER,2015-08-20 05:08:08 +0100,,,,,,,,,,,,,,,,,,,,,
414798954038,,,,http://twitter.com/ZRJobs/statuses/634215214502813696,TWITTER,2015-08-20 05:07:44 +0100,,,,,,,,,,,,,,,,,,,,,
414777691247,,,,http://twitter.com/JobsAtBarnabas/statuses/634194454782447616,TWITTER,2015-08-20 03:45:15 +0100,,,,,,,,,,,,,,,,,,,,,
414773827292,,,,http://twitter.com/NeuvooNewarkUS/statuses/634190811228471296,TWITTER,2015-08-20 03:30:46 +0100,,,,,,,,,,,,,,,,,,,,,
414742304198,Post from Desert AIDS Project  ,Desert AIDS Project,utf8,http://www.facebook.com/permalink.php?story_fbid=10153626135013623&id=140588053622,Facebook Link Posts,2015-08-20 00:52:29 +0100,,,,,0,,,,,,,,,,,,,,,,
414725415492,,,,http://twitter.com/Jersey_City_Job/statuses/634142331977920513,TWITTER,2015-08-20 00:18:08 +0100,,,,,,,,,,,,,,,,,,,,,
414725333879,,,,http://twitter.com/Jersey_City_Job/statuses/634142331063566336,TWITTER,2015-08-20 00:18:08 +0100,,,,,,,,,,,,,,,,,,,,,
414720697259,,,,http://twitter.com/Advance_NJJobs/statuses/634137796412841984,TWITTER,2015-08-20 00:00:07 +0100,,,,,,,,,,,,,,,,,,,,,
414705649901,,,,http://twitter.com/Advance_NJJobs/statuses/634122702844993536,TWITTER,2015-08-19 23:00:08 +0100,,,,,,,,,,,,,,,,,,,,,
414705421773,,,,http://twitter.com/JobsAtBarnabas/statuses/634122406118817793,TWITTER,2015-08-19 22:58:57 +0100,,,,,,,,,,,,,,,,,,,,,
414703437041,,,,http://twitter.com/tmj_NJ_NURSING/statuses/634120346317156352,TWITTER,2015-08-19 22:50:46 +0100,,,,,,,,,,,,,,,,,,,,,
414702904630,,,,http://twitter.com/tmj_nj_health/statuses/634119793889660928,TWITTER,2015-08-19 22:48:34 +0100,,,,,,,,,,,,,,,,,,,,,
414701670084,,,,http://twitter.com/tmj_NJ_NURSING/statuses/634118507618177025,TWITTER,2015-08-19 22:43:28 +0100,,,,,,,,,,,,,,,,,,,,,
414700424460,,,,http://twitter.com/NeuvooNewark/statuses/634117213218316290,TWITTER,2015-08-19 22:38:19 +0100,,,,,,,,,,,,,,,,,,,,,
414699888285,,,,http://twitter.com/tmj_NJ_NURSING/statuses/634116645439475713,TWITTER,2015-08-19 22:36:04 +0100,,,,,,,,,,,,,,,,,,,,,
414694455479,,,,http://twitter.com/JobsAtBarnabas/statuses/634110814773866496,TWITTER,2015-08-19 22:12:54 +0100,,,,,,,,,,,,,,,,,,,,,
414691413663,,,,http://twitter.com/Advance_NJJobs/statuses/634107731801165828,TWITTER,2015-08-19 22:00:39 +0100,,,,,,,,,,,,,,,,,,,,,
414690053432,,,,http://twitter.com/JobsAtBarnabas/statuses/634106167526985728,TWITTER,2015-08-19 21:54:26 +0100,,,,,,,,,,,,,,,,,,,,,
414694710338,"Post from Beth Israel Congregation of Owings Mills, MD  ","Beth Israel Congregation of Owings Mills, MD","Beth Israel kids and staff at Seaboard USY Encampment and Kamp Kadima! Aaron Dinkin, Gabby Mitchell, Ally Train and Micah Greenspoon. Front left Marisa Rubin. USY Advisor Becca Rosenfelt in the Raven's jersey.",http://www.facebook.com/permalink.php?story_fbid=1022355874465862&id=104886889546103,Facebook Photo Posts,2015-08-19 21:44:45 +0100,,,,,0,,,,,,,,,,,,,,,,
414681535201,,,,http://twitter.com/tmj_NJ_facmgmt/statuses/634097170266746880,TWITTER,2015-08-19 21:18:41 +0100,,,,,,,,,,,,,,,,,,,,,
414681226468,,,,http://twitter.com/JobsAtBarnabas/statuses/634096825595637760,TWITTER,2015-08-19 21:17:18 +0100,,,,,,,,,,,,,,,,,,,,,
414669911035,,,,http://twitter.com/tmj_NJ_NURSING/statuses/634084488041988096,TWITTER,2015-08-19 20:28:17 +0100,,,,,,,,,,,,,,,,,,,,,
414663108165,,,,http://twitter.com/Advance_NJJobs/statuses/634077415397064708,TWITTER,2015-08-19 20:00:11 +0100,,,,,,,,,,,,,,,,,,,,,
414662152073,,,,http://twitter.com/tmj_NJ_NURSING/statuses/634076497758720000,TWITTER,2015-08-19 19:56:32 +0100,,,,,,,,,,,,,,,,,,,,,
414652111787,,,,http://twitter.com/nwknursing/statuses/634065963382497282,TWITTER,2015-08-19 19:14:40 +0100,,,,,,,,,,,,,,,,,,,,,
414627400915,,,,http://twitter.com/nwkhealth/statuses/634040919201705984,TWITTER,2015-08-19 17:35:09 +0100,,,,,,,,,,,,,,,,,,,,,
414604829668,,,,http://twitter.com/tmj_nwk_physici/statuses/634020564819013633,TWITTER,2015-08-19 16:14:16 +0100,,,,,,,,,,,,,,,,,,,,,
414601159017,,,,http://twitter.com/PlaceNJ/statuses/634017411134418944,TWITTER,2015-08-19 16:01:44 +0100,,,,,,,,,,,,,,,,,,,,,
414600674042,,,,http://twitter.com/Advance_NJJobs/statuses/634017018266693632,TWITTER,2015-08-19 16:00:11 +0100,,,,,,,,,,,,,,,,,,,,,
414600665036,,,,http://twitter.com/Advance_NJJobs/statuses/634017019730481152,TWITTER,2015-08-19 16:00:11 +0100,,,,,,,,,,,,,,,,,,,,,
414600631861,,,,http://twitter.com/Advance_NJJobs/statuses/634017021131399168,TWITTER,2015-08-19 16:00:11 +0100,,,,,,,,,,,,,,,,,,,,,
414600665204,,,,http://twitter.com/Advance_NJJobs/statuses/634017016219836416,TWITTER,2015-08-19 16:00:10 +0100,,,,,,,,,,,,,,,,,,,,,
414598619517,,,,http://twitter.com/JobsAtBarnabas/statuses/634015241945247744,TWITTER,2015-08-19 15:53:07 +0100,,,,,,,,,,,,,,,,,,,,,
414589205957,,,,http://twitter.com/tmj_NJ_NURSING/statuses/634006993368301568,TWITTER,2015-08-19 15:20:21 +0100,,,,,,,,,,,,,,,,,,,,,
414587714215,,,,http://twitter.com/tmj_nj_health/statuses/634005583788535809,TWITTER,2015-08-19 15:14:45 +0100,,,,,,,,,,,,,,,,,,,,,
414587656449,,,,http://twitter.com/nwkhealth/statuses/634005499629858816,TWITTER,2015-08-19 15:14:25 +0100,,,,,,,,,,,,,,,,,,,,,
414574863506,,,,http://twitter.com/tmj_NJ_NURSING/statuses/633994096403570688,TWITTER,2015-08-19 14:29:06 +0100,,,,,,,,,,,,,,,,,,,,,
414574458514,,,,http://twitter.com/tmj_nj_health/statuses/633993717993463809,TWITTER,2015-08-19 14:27:36 +0100,,,,,,,,,,,,,,,,,,,,,
414567382032,,,,http://twitter.com/Advance_NJJobs/statuses/633986818438995968,TWITTER,2015-08-19 14:00:11 +0100,,,,,,,,,,,,,,,,,,,,,
414567375062,,,,http://twitter.com/Advance_NJJobs/statuses/633986820955574272,TWITTER,2015-08-19 14:00:11 +0100,,,,,,,,,,,,,,,,,,,,,
414552835222,,,,http://twitter.com/Advance_NJJobs/statuses/633971710077837312,TWITTER,2015-08-19 13:00:08 +0100,,,,,,,,,,,,,,,,,,,,,
414539704103,,,,http://twitter.com/Advance_NJJobs/statuses/633956616644218880,TWITTER,2015-08-19 12:00:10 +0100,,,,,,,,,,,,,,,,,,,,,
414539698090,,,,http://twitter.com/Advance_NJJobs/statuses/633956619089498112,TWITTER,2015-08-19 12:00:10 +0100,,,,,,,,,,,,,,,,,,,,,
414535935370,,,,http://twitter.com/simplysharleen/statuses/633951838728003584,TWITTER,2015-08-19 11:41:11 +0100,,,,,,,,,,,,,,,,,,,,,
414534665651,,,,http://twitter.com/JobsAtBarnabas/statuses/633950358620868608,TWITTER,2015-08-19 11:35:18 +0100,,,,,,,,,,,,,,,,,,,,,
414527919887,,,,http://twitter.com/Advance_NJJobs/statuses/633941519850938368,TWITTER,2015-08-19 11:00:11 +0100,,,,,,,,,,,,,,,,,,,,,
414526009219,,,,http://twitter.com/JobsAtBarnabas/statuses/633938773789675520,TWITTER,2015-08-19 10:49:16 +0100,,,,,,,,,,,,,,,,,,,,,
414522702823,,,,http://twitter.com/JobsAtBarnabas/statuses/633934120318406657,TWITTER,2015-08-19 10:30:46 +0100,,,,,,,,,,,,,,,,,,,,,
414517195035,,,,http://twitter.com/Advance_NJJobs/statuses/633926418150346752,TWITTER,2015-08-19 10:00:10 +0100,,,,,,,,,,,,,,,,,,,,,
414510093919,,,,http://twitter.com/xo_prettygirl7/statuses/633915740991680512,TWITTER,2015-08-19 09:17:44 +0100,,,,,,,,,,,,,,,,,,,,,
414509811738,,,,http://twitter.com/xo_prettygirl7/statuses/633915278620028928,TWITTER,2015-08-19 09:15:54 +0100,,,,,,,,,,,,,,,,,,,,,
414506036610,,,,http://twitter.com/BCC1864/statuses/633909557186678784,TWITTER,2015-08-19 08:53:10 +0100,,,,,,,,,,,,,,,,,,,,,
414474780028,,,,http://twitter.com/JobsAtBarnabas/statuses/633866890952110080,TWITTER,2015-08-19 06:03:38 +0100,,,,,,,,,,,,,,,,,,,,,
414470654494,,,,http://twitter.com/JobsAtBarnabas/statuses/633862228895137792,TWITTER,2015-08-19 05:45:06 +0100,,,,,,,,,,,,,,,,,,,,,
414442366590,,,,http://twitter.com/MEDICALJOBSUSA/statuses/633833783683190789,TWITTER,2015-08-19 03:52:04 +0100,,,,,,,,,,,,,,,,,,,,,
414442215993,,,,http://twitter.com/MEDICALJOBSUSA/statuses/633833658265153537,TWITTER,2015-08-19 03:51:34 +0100,,,,,,,,,,,,,,,,,,,,,
414433919536,Post from Friends of Pathways  ,Friends of Pathways,Come help to celebrate our 25th! We are thrilled to be bringing Olympian Clara Hughes to Belleville in November! Please join us! http://ow.ly/QOJCY 25th Anniversary & An Evening with Clara Hughes | Pathways to Independence Home | 25th Anniversary & An Evening with Clara Hughes $40 per person. To purchase...,http://www.facebook.com/permalink.php?story_fbid=995394640483953&id=207982912558467,Facebook Link Posts,2015-08-19 03:01:56 +0100,,,,,0,,,,,,,,,,,,,,,,
414428884139,,,,http://twitter.com/Pathwaysind/statuses/633821156404002817,TWITTER,2015-08-19 03:01:54 +0100,,,,,,,,,,,,,,,,,,,,,
414420820141,,,,http://twitter.com/JobsAtBarnabas/statuses/633813546770427904,TWITTER,2015-08-19 02:31:39 +0100,,,,,,,,,,,,,,,,,,,,,
414411198578,,,,http://twitter.com/futuramiah/statuses/633804468543336448,TWITTER,2015-08-19 01:55:35 +0100,,,,,,,,,,,,,,,,,,,,,
414409617425,,,,http://twitter.com/NeuvooNewarkUS/statuses/633802949848907776,TWITTER,2015-08-19 01:49:33 +0100,,,,,,,,,,,,,,,,,,,,,
414403941144,Comment on Episode 703: The Problem of Beth by Danny Linden,Danny Linden,utf8,http://darkshadowseveryday.com/2015/08/17/episode-703?cpage=1#comment-13926,Wordpress Comments,2015-08-19 01:26:44 +0100,,,,,,,,,,,,,,,,,,,,,
414501378840,Post from Barnabas Health  ,Barnabas Health,utf8,http://www.facebook.com/permalink.php?story_fbid=948071418589193&id=183017618427914,facebook.com Discussions,2015-08-19 01:02:24 +0100,,,,,0,,,,,,,,,,,,,,,,
414397316173,,,,http://twitter.com/Newark_Beth/statuses/633790498809864192,TWITTER,2015-08-19 01:00:04 +0100,,,,,,,,,,,,,,,,,,,,,
414397878629,Post from Newark Beth Israel Medical Center and Children's Hospital of New Jersey  ,Newark Beth Israel Medical Center and Children's Hospital of New Jersey,utf8,http://www.facebook.com/permalink.php?story_fbid=997046873662163&id=198809996819192,facebook.com Discussions,2015-08-19 01:00:01 +0100,,,,,0,,,,,,,,,,,,,,,,
414390749643,,,,http://twitter.com/JobsAtBarnabas/statuses/633783476546736128,TWITTER,2015-08-19 00:32:10 +0100,,,,,,,,,,,,,,,,,,,,,
414388456710,,,,http://twitter.com/JobsAtBarnabas/statuses/633781155691540480,TWITTER,2015-08-19 00:22:57 +0100,,,,,,,,,,,,,,,,,,,,,
414386192216,,,,http://twitter.com/JobsAtBarnabas/statuses/633778857301012480,TWITTER,2015-08-19 00:13:49 +0100,,,,,,,,,,,,,,,,,,,,,
414379091723,,,,http://twitter.com/JobsAtBarnabas/statuses/633771869640990720,TWITTER,2015-08-18 23:46:03 +0100,,,,,,,,,,,,,,,,,,,,,
414385088018,Post from Day Kimball Healthcare  ,Day Kimball Healthcare,"PODCAST: If you're expecting, you won't want to miss this! Hear how the Neonatal Nurse Practitioner program at Day Kimball Hospital's Birthing Center is providing high-level care for newborns right here in #NECT, and also how DKH is now helping new moms to breastfeed, in this #podcast from the New Day Show...",http://www.facebook.com/permalink.php?story_fbid=618190838322337&id=162109923930433,Facebook Link Posts,2015-08-18 23:11:01 +0100,,,,,0,,,,,,,,,,,,,,,,
414365780315,,,,http://twitter.com/nwknursing/statuses/633759000144707584,TWITTER,2015-08-18 22:54:54 +0100,,,,,,,,,,,,,,,,,,,,,
414360921372,,,,http://twitter.com/DJDREK84/statuses/633754011733114880,TWITTER,2015-08-18 22:35:05 +0100,,,,,,,,,,,,,,,,,,,,,
414351813730,,,,http://twitter.com/tmj_nwk_physici/statuses/633745117573083137,TWITTER,2015-08-18 21:59:45 +0100,,,,,,,,,,,,,,,,,,,,,
414348047831,,,,http://twitter.com/nwkhealth/statuses/633741234763206656,TWITTER,2015-08-18 21:44:19 +0100,,,,,,,,,,,,,,,,,,,,,
414334751546,,,,http://twitter.com/tmj_NJ_NURSING/statuses/633727207848865792,TWITTER,2015-08-18 20:48:35 +0100,,,,,,,,,,,,,,,,,,,,,
414328261651,,,,http://twitter.com/nwknursing/statuses/633720242754207745,TWITTER,2015-08-18 20:20:54 +0100,,,,,,,,,,,,,,,,,,,,,
414324372820,,,,http://twitter.com/tmj_NJ_NURSING/statuses/633716157455929344,TWITTER,2015-08-18 20:04:40 +0100,,,,,,,,,,,,,,,,,,,,,
414319871615,,,,http://twitter.com/tmj_nj_health/statuses/633711442064207872,TWITTER,2015-08-18 19:45:56 +0100,,,,,,,,,,,,,,,,,,,,,
414317244224,,,,http://twitter.com/JobsAtBarnabas/statuses/633708525110325248,TWITTER,2015-08-18 19:34:20 +0100,,,,,,,,,,,,,,,,,,,,,
414316969566,,,,http://twitter.com/nwknursing/statuses/633708243332800512,TWITTER,2015-08-18 19:33:13 +0100,,,,,,,,,,,,,,,,,,,,,
414316702446,,,,http://twitter.com/DesertAIDS/statuses/633707949362311168,TWITTER,2015-08-18 19:32:03 +0100,,,,,,,,,,,,,,,,,,,,,
414315986778,Post from Newark Beth Israel Medical Center and Children's Hospital of New Jersey  ,Newark Beth Israel Medical Center and Children's Hospital of New Jersey,Finding ways to get exercise as you get older is a smart and easy way to stay fit and improve your health. Exercise is just as important in your older years as when you were younger. Exercise Ideas for Older Adults,http://www.facebook.com/permalink.php?story_fbid=1007174305982753&id=198809996819192,Facebook Link Posts,2015-08-18 19:18:49 +0100,,,,,0,,,,,,,,,,,,,,,,
414575310246,Post from Barnabas Health Ambulatory Care Center  ,Barnabas Health Ambulatory Care Center,Finding ways to get exercise as you get older is a smart and easy way to stay fit and improve your health. Exercise is just as important in your older years as when you were younger. Exercise Ideas for Older Adults,http://www.facebook.com/permalink.php?story_fbid=834203446648144&id=148439165224579,Facebook Link Posts,2015-08-18 19:18:26 +0100,,,,,0,,,,,,,,,,,,,,,,
414308563415,,,,http://twitter.com/DesertAIDS/statuses/633699393057779712,TWITTER,2015-08-18 18:58:03 +0100,,,,,,,,,,,,,,,,,,,,,
414308423964,,,,http://twitter.com/lexoh/statuses/633699256919027712,TWITTER,2015-08-18 18:57:31 +0100,,,,,,,,,,,,,,,,,,,,,
414308838485,Post from Born at the Margaret Hague  ,Born at the Margaret Hague,"On behalf of Joseph Scott, President and CEO, Jersey City Medical Center and Glenn Miller, Chief Development Officer, Barnabas Health: Please join us in welcoming Nicole Kagan, Vice President of LibertyHealth Foundation for Jersey City Medical Center-Barnabas Health. Ms. Kagan will be joining us in late...",http://www.facebook.com/permalink.php?story_fbid=800218636757488&id=505815946197760,facebook.com Discussions,2015-08-18 18:57:28 +0100,,,,,0,,,,,,,,,,,,,,,,
414306575652,"Post from St. Barnabas, Denver, the Rector's Page  ","St. Barnabas, Denver, the Rector's Page",utf8,http://www.facebook.com/permalink.php?story_fbid=921920924562856&id=216538331767789,facebook.com Discussions,2015-08-18 18:50:10 +0100,,,,,0,,,,,,,,,,,,,,,,
414303860733,,,,http://twitter.com/JobsAtBarnabas/statuses/633694612280836096,TWITTER,2015-08-18 18:39:03 +0100,,,,,,,,,,,,,,,,,,,,,
414295308185,,,,http://twitter.com/DaTooch/statuses/633686255033819136,TWITTER,2015-08-18 18:05:51 +0100,,,,,,,,,,,,,,,,,,,,,
414295168509,,,,http://twitter.com/volltexter/statuses/633686102692511744,TWITTER,2015-08-18 18:05:14 +0100,,,,,,,,,,,,,,,,,,,,,
414294838616,,,,http://twitter.com/DaTooch/statuses/633685759074115584,TWITTER,2015-08-18 18:03:52 +0100,,,,,,,,,,,,,,,,,,,,,
414292099762,,,,http://twitter.com/nwknursing/statuses/633683124581306368,TWITTER,2015-08-18 17:53:24 +0100,,,,,,,,,,,,,,,,,,,,,
414288059084,,,,http://twitter.com/SteveChaseGala/statuses/633679290337353729,TWITTER,2015-08-18 17:38:10 +0100,,,,,,,,,,,,,,,,,,,,,
414272418760,,,,http://twitter.com/tmj_NJ_NURSING/statuses/633665269542486016,TWITTER,2015-08-18 16:42:27 +0100,,,,,,,,,,,,,,,,,,,,,
414271478268,,,,http://twitter.com/JobsAtBarnabas/statuses/633664480061190144,TWITTER,2015-08-18 16:39:19 +0100,,,,,,,,,,,,,,,,,,,,,
414263968795,,,,http://twitter.com/nwknursing/statuses/633657942382788609,TWITTER,2015-08-18 16:13:20 +0100,,,,,,,,,,,,,,,,,,,,,
